transaction_reference_id,party_role,parsed_name,parsed_address_street_name,parsed_address_street_number,parsed_address_postal_code,parsed_address_city,party_iban,party_phone,external_id,account_id,transaction_amount,transaction_currency,transaction_date
c02ae29c2ff3f736fcdcbbd5025703de,BENE,HS KKS,JS RPTS,17466,,michaelborough port shannonport,GB41JVYI91176378182225,"00380001-97,2-3194051x19264",30005068,27098,2736.56,GBP,2023-05-04
eba1f61dc6cad85dc4fc48e1de7a5082,ORG,ARN JNSTN,S N,237,,mirandahaven,GB15PUQS75779638168780,,35005054,24376,2489.76,GBP,2024-05-26
bd945148b026fb9d2de7d63b2ebc6765,ORG,KLNSSRSLS,KRSN SKR ST,47086,61493,kiribati,GB85LAIN48388182139788,673784-3746,10283152,20382,6152.82,GBP,2024-01-07
1592be42c2a8267e57bfba257dd6ab2d,BENE,AA RMRS,JRMN PTRSN AS APT,1299 147,r2268,arnoldburgh erikafort,GB28NORX18973915531221,_0 (5 63.)89 27638,35025270,26315,3648.3,GBP,2024-04-17
c93fe7d57aa37bb185ab8c6837753c5e,ORG,LSS LRSN ANT JNSN K,TLN F,713,25476,new michael,GB29PGKI18724853492504,,10350897,22657,854.29,GBP,2023-07-26
482d89bd6f8cc4cdc5abb811b1de6f52,ORG,MKFRSN MKL A,MLR ANLT A PRN,4564,,cunninghamstad,,(0044)(224)302-7840,35004754,25353,2508.57,GBP,2024-02-06
5b442f30776a8e83be9c3825afb9869d,ORG,AM HNSN,FLS,790lee,,paulview reitrea,GB77NXZO30862108369503,(0 090) +1-350539-9950,25029352,22437,9576.22,GBP,2024-05-18
30116c7ea4c68ab5d9c53d81c0cecfb9,ORG,AFNS LK,RKSL AL APT N TRSTN JFRLNT,95721 555,81781,norfolk island,GB70QUXH24210989471091,,10534832,25081,4235.33,GBP,2023-07-14
15ae4abb1574c6fe71d0d3a297f378f0,BENE,ARNRR HNSNNT MK,RN FLTS APT,41916 219,13418,new taraton,,0 + 1-802-890-880956806,35007750,23596,8752.71,GBP,2024-11-15
93220dcf0af5add0a8b96fd174a0b8be,ORG,ALXX KRTR ANTS AMS,ALKS AL ST TLRKSTR,55321 613,91260,new christmas island,,(+41)+1-664-3226810x653,35019866,29879,2705.94,GBP,2024-03-18
41bfcc29e10c30de631f59c0541cb9ac,BENE,TT TMPSN,PRS ARKSRT,,00366,johbnerg andorra,GB22URMG67794170956608,,35010848,20936,7421.96,GBP,2023-03-04
df5d5c01e9539e3c20a0a4b413f3f4f8,BENE,KMSLSS PXP ANT PS LK,KRMR KF ST,68156 465,,east josephstadgabon,,(+256) (262)2535175587,10390659,22538,7298.34,GBP,2024-01-26
d3499dd750814ce145aaaada7ae338e2,BENE,TMS LN,ALSN R ST NKKSR,291 550,85528,millerbury,,0 6156204746,25014644,29424,6021.98,GBP,2024-02-16
8ee72215f92d56c054a60f0f96781eec,BENE,PTRK STFNS,AST ALS,,90486,,,0318530.5994x461,25019602,26849,1341.49,GBP,2023-06-30
a05a72be587b09e00e98e21b8836e03c,BENE,JMS RPNSN,JNS AN APT,876,83392,east melissaborough nisholsonmouth,GB04AYAE78722770947033,,35000165,23621,8992.75,GBP,2023-08-05
65497c448b1c7a27e394aa6219b9b14c,ORG,TMS LN,ALSN R ST NKSKR,291 550 550,85528,millerbuty,GB55HIOE10890139616050,(+31)6156204746,25014644,20279,5341.99,GBP,2023-06-19
8a3ae9e84c246aed1dc60741737ae6ee,BENE, MT JRR,JKSN FLTS,67832,,sydneyfurt,,0041+1325516-7 72033666,80032263,25249,9241.52,GBP,2024-01-23
212d02070ca4b906aa7be65205d23e7a,ORG,ANFR ALSN,KR TM ST,289 462,,north cathy,GB67PQCE15250066233497,,25020524,29723,2844.4,GBP,2023-05-18
22ffcac7bfc56ed87a328b830c57e922,ORG,AN RS,ASTN AN APT,420,08977,rebekahshire,GB30BUGD17374145656246,,25030350,25682,5212.49,GBP,2023-09-03
7936aed8867406e909d3e9ed0b32ad74,BENE,TR KNK,PK PKRKS,,33836,jennifermouth grenada,GB80LLMC51681666996814,0+1-9556275034x071,20011373,27470,8184.27,GBP,2023-04-30
8ce6afff78f4788788f6af64a046fb6a,BENE,MLSS STRT ANT MXL,PRNS TNL NRR,66980,17056,sandra,,(841)965- 6855,80008069,20940,2031.76,GBP,2023-06-01
43d279c806b7a9ea223b002da03b3fe2,ORG,MM NT,NMN ANLT ST,6393 657,61878,w.ern,GB56RFVC09218007285228,0041 4365884109,40005063,21929,4080.78,GBP,2024-03-20
a377cd375396600d953b617540a847d0,ORG,PNT KRN ANT NKN LTT,STFN PLN ST,1653,701439652,togo,GB76DHOM27528086061262,(601)428-0775x93105,10400299,23794,4366.36,GBP,2024-06-05
2b7760d7e70b16b6ec54792a64a77444,BENE,PRNN JNSN ANT NRMN,JM FRK APT,298,,e. leslie frenc,,,10377815,21283,4369.75,GBP,2023-01-04
ba5ac8ff6fe2d389bcd43dd9e282ca83,BENE,NRNNMRTNS KRPP,RS FLJ,282,20499,new melissaberg congo,GB48XYUX65126382979816,,10149059,23288,3837.64,GBP,2024-08-10
30d584f3114616fe8a58bdb322529f69,ORG,TFSS HNR ANT LPS,RPRT SKRS NRR,8841,,ericahaven north kenneth,GB37ERIS60135658145690,( +506)(498)5685-817714,10206676,20593,8664.72,GBP,2022-12-25
1002b8acc69caef6abddc8a1e4e3158c,BENE,FLTTTMS,ATKNS SPRNKS,50318,30910,lake jessica,GB27WYUJ09578345671747,00506 459-6596.637,25007163,25458,9011.98,GBP,2024-04-05
1f854615bc7a3e5693b9b01018af68a5,BENE,ARNR PLK,FSTR KP A LST,9309,,haneyside,GB91TBKT88939374027190,,10407933,21776,409.63,GBP,2023-01-16
8ea54bd6a3e1cc3b008c3239d1b65bbe,ORG,TMPSN RPNSNN SFJ ANT,AST,,04206,veronicafurt,,-08573325305,35030060,24571,3358.09,GBP,2023-08-19
bc7460febd4b7ceed0493f5e9adcabda,ORG,TFSNK,PRT K,97974,49282,matthewmouth,GB68FFZK12798779603402,(0052) 271863-4257,35028748,29906,1385.77,GBP,2024-06-14
3d311d6dd771d45b2230ce97ca0bf66b,ORG,PRTR LT,STN F ST,97257 976,54855,evanland bahrain,,,25033179,20686,9400.88,GBP,2024-05-04
b489acafcf7e8d7b6183c5cf4cd039b9,ORG,SMNS JP KRPP,PRTM KLFS,8698,,whitneyort lake david barnados,GB89WAJY83738708714823,(0041 )001-605505-843658070,20007649,20761,5609.32,GBP,2023-06-05
72530a610851854aae044bae1f7ac58b,BENE,TR ALMS,ANTPRPT KFN ARKSRT SS,21779,d699209 28432,andrewbury antigua,,,25002300,22017,1950.05,GBP,2023-11-14
d4383089c5f649981b0f92350fc8ec01,BENE,KMPRL PRNT,PRT,,358888,justinmouth,,,25037562,26834,7234.75,GBP,2024-06-09
2d971d1f75f7d5cc0b8e6099ecae90db,BENE,AN K SRR,KRN,,,valleys,GB34WIXH16163733767526,,35021671,23739,63.51,GBP,2023-06-20
f1744db0c1da6734c73ff9389783ac7d,ORG,PP KLMNTS,JNNN PP,,60119,new brandonfurt,GB78XWKE99785369606671,,25005499,29317,4108.12,GBP,2024-04-16
dffc161944a803ebfe00fd79a7c4da6b,ORG,PRPR NT A,ST AFNR APT,4961 814,63383,"lake davidshire , san marino",GB18ISVU01832448572854,330692-9008,20019480,28588,8175.98,GBP,2024-06-09
2a1da3da8699d84406faf28021cd7331,ORG,TKRSNN RPNS ANT KRS,AST TPR,,42701t,okelau,GB33ANCJ12200173173736,(0 041) 2625544224,10578089,27343,7676.56,GBP,2024-07-15
0f5533bef969def25cf8f4e8bc0aeaea,ORG,PTL KRP,SMM KRNS JKSNST L,46196,84482,port,GB60LKVY78994197042700,,10014560,28397,6634.36,GBP,2024-11-22
3a5bf1e3889becc54ef26ba0825d2401,BENE,TR PRX,,,63819luxembourg,,GB88KYHS83306929282461,+51(871)346-6678,25000257,29012,5066.12,GBP,2024-08-15
9e423ee7d639ade51477b795d7f162fe,ORG,MM HRRS,JNSN PLS,11675,,scottview,,00415.316900755,35031147,22682,1012.21,GBP,2023-02-22
7ef6be60a9e763b8f10d41cca28ed014,ORG,PML ALN,PRS FRK ST KR,512,,south cantrelltown,GB22YTIK80103407623128,(00 41)4538031724324,25034189,20672,2354.55,GBP,2023-11-30
d3a53cbc24eb3f2ef0c58a4864d84112,ORG,ALSP0 PRSN,ATN PR S PRNT RSTN,58133,28823,estonea,GB44ZGFW79181346924857,939.767.9919,35001852,29024,7824.03,GBP,2024-05-22
f15930e124a4fa052633d3a58ead0950,BENE,ALMSSXNKTN,ANTRT NK ST,27653 516,,"north , robert",GB44YSPO19408165005827,,35000772,27291,7429.63,GBP,2023-04-01
6ca6cec427a301fa305873742ab211e6,ORG,MMSS PRNT,T PLNS,569,34466,ryanview,GB10VMIS00386623614054,(0033)667216 6675x033.55,35024983,20352,537.67,GBP,2024-09-21
7d1059039282f0ed7f9b5232631854a4,ORG,ARTK0RNTN,AFR SLS,8982,,curtisfort olivershire,GB39CEST76398193406535,,25005181,23191,4473.2,GBP,2024-05-22
d1b8ac0d6f57f08020a01b11197c35ea,ORG,ASTN ALS JRR,NK FR ST,786 846,933800975,lake jessicashire lake amanda,GB18UQPO22356537875801,(00216)8108461893,70047622,21966,8710.94,GBP,2024-10-09
52b41fdc4d2219530e6a3f8bb9b85805,BENE,HRS LK,MLS SK APT AST KMPRL MKSLMM,1552,50696,cayman,,,10585980,28752,3494.4,GBP,2024-03-22
800d016e2862e189aa98a91c5574ee17,ORG,PXNNN NTRKS ANT RT KRP,TL STRMN A TLRTN,92029,44481,banglades h,GB92GENT86632272986807,,40017860,28937,4434.86,GBP,2024-05-29
50a5e9e31f63ed492d7b386ef5097f07,ORG,AMRKN ATKNS,NN SRS ST,158 899,85501,north chris,GB77DUQH80998186512161,,35003317,20107,5941.91,GBP,2023-12-25
3c0760ef6b519f47bd24c7061694666a,BENE,SS MRN,TKR,73067,,gateway,GB04KGJC01021798034936,,30006665,24289,2340.65,GBP,2023-11-30
6b0e1db6bef1cd0260d253164fb09023,ORG,RNTLL ARMSTRNK ANT RS,PRPR STRTS,65958,,,GB78ZJUN43102530241812,,10298979,21315,166.22,GBP,2024-06-10
4d705d4e6f52a14d21a45d1b188d61b2,BENE,TT PTRK,ALSN KRNRS ST,679,552,whitestad .,,+5244137203562017,40016598,28726,3071.15,GBP,2024-05-25
d5fdc9897aad3c9b74bc20134392c007,BENE,ATRR KMPTN ANT ALN,MKL TRK N PRNTNPRT PRNTNPRT,30720,96547,erinbury,,,70055288,24892,7455.61,GBP,2023-12-29
9043c0ff6fbb0d0826a8c0c1fc37443b,BENE,ALSN ST AS,ANTRSN KRNRS APT,201 .,,west christopherview,GB12ZTAM81847804678352,0057001739707-5384,35009213,20764,7388.36,GBP,2022-12-24
874d4879e16d0e0a84a8fe545961a946,ORG,KK R,STFNS SPR,8070,87868swaziland,johnathantown thomasfurt,GB77POSY44921947268073,0041 301 -457-4035x4357,90006388,21071,5488.19,GBP,2023-01-06
27e66f92e3d85a2399589756175faf47,BENE,TT PTL,AST SNPRK,,16715,whitakermouth,GB67HMTJ19067110045504,0214-81310470153,35002700,23107,4272.85,GBP,2024-07-17
71623de487acb0fc467abf3195735142,BENE,KL FLKS ANT STN,PRN MNTN SS,86553,47241,willieborough south stevenstad,GB49HHTK25579263648867,,35005988,23558,602.04,GBP,2024-06-12
8e69d2c70b654e714e086b7b2e5c50d6,BENE,SR MK,JNFR FL AST,8740,,jamesfort victoriahaven,,(0041) -(321) 411-3_2 92 x13800,25011480,27009,6140.74,GBP,2024-03-27
9f85219ed8b632f28f00598fb808a9e3,BENE,TM,KL RPTS ST,151 945,01710,perkinstown western,,,30008055,21224,5807.43,GBP,2024-08-07
9a30922545c77c8619748c445c2bd85e,ORG,KRSTL TKSN,,,52059,waltercille,GB95MEEC24860734299699,,25027260,27751,721.5,GBP,2023-01-02
44d9a25f05d664ef10cd268548a22bff,ORG,JRR PRN ARN,SMNN KRT ALMPRK,483,,new south emilytown andorra,GB57UDIA73554562139975,,35006255,24672,5822.66,GBP,2024-05-13
5050920c6ed198992e5e368ce5aedfd2,ORG,PKNS KTLN A,A MSTN,,95696,lewiwville,GB93YJCI95926504826025,947571 938011895,40000849,23764,2237.06,GBP,2023-04-24
3f9cb209d5fa236760e91b24c6b06acb,BENE,JNFR TMPSN,FLP AL NNFN,3511,16589,bahrain,GB10ZXBF96964462961722,(00880)765-6 375949,25040449,29926,1376.77,GBP,2023-01-01
bfe2dbe10e1b36f2e523fb7226e1736a,ORG,FSTRR PRS ANT MLR,JFR LT APT,497578867 8523,77005,holy see (vatican city,GB94TWGL25356433607202,,10417129,24472,9589.95,GBP,2023-02-17
b10618a7624535c7a92ef46bd084a6a0,ORG,KRS TN MHN JRR,JSTN LN,,15563,port stephen macao,GB86AIIV87178885401514,,70017018,23465,9079.62,GBP,2024-02-22
8375f068e0b32c086d58a8873668a552,ORG,KK ANTRSN,TMS ALK APT NRR RPK JNSNST,,04788,saint lucia,GB45FGZI11180513636636,(0041) 8189725571,25017574,20675,8517.79,GBP,2023-07-02
2b214b0c03313792ce9d383b251a3b82,ORG,AML PRNT JRR,PRS KS SS,4643,30844,lorraineberg,,,30014721,26379,1438.6,GBP,2023-06-11
f3ab0c26903e4272b73e321d51b4f86e,ORG,MRF 0RNTN ANT RPNSN,,,86718,,GB68BEAE56575377426044,+1 -5574116020x956,10418472,26213,2552.97,GBP,2023-01-23
2afcaf16eebfb74026ba03e377b9916d,BENE,TLKT AN  SNS KRP,PL KRSNT APT,4884 106,97181,new new marisa,,254-2012407x979,25033383,25351,8171.01,GBP,2023-08-26
735d3bd3666802f1cb2b9d96f503a1fb,BENE,K0RN LS,PTRSN ALNT AST,590,,dariusmouth,GB03DMYT92619315689686,,25010732,26069,3419.4,GBP,2023-06-02
35c264c823e8d0053ad78f9303c59902,BENE,LNXXRPNTR,ALNTS,34721,,perezhaven vincentfurt,,+1-474-454-3675,90016984,25889,7642.32,GBP,2023-09-11
607b972cf65d76dcaf5b4c1d1fa8fe04,ORG,TMPSNN RT ANT SMN,MKL SPRNKS,,543336571,moralesberg,GB76WHPR04430008037715,00971487.808.43_95,10356995,21861,8536.75,GBP,2023-05-20
dae7c5f75db2249a36fcc50fb7189667,BENE,RL RKRS,,,,hayesshire,GB68FHPS26872446298019,,35005860,23411,2967.2,GBP,2023-03-30
6e8668c6aa533b424b83fe17e27e0b96,ORG,TTFF JX JRR,L FST APT ST,56471,,ambertown,GB08MPCT74936820400646,0 9137201   051,35002059,24005,3949.54,GBP,2024-07-11
2a2d124116dafa00323d47e74c044c89,ORG,ANTN ASTN MT,SML PRTS APT KLFRT MKRTKSTR,51270,,,GB13PNKG74642758324981,(+98) 5075103782,25003021,22423,8485.83,GBP,2024-09-03
5f5f1f1172fc4e579647625758408ed9,ORG,JNFR TNS SRR,,,69731vietnam,port port christopher,GB20UATJ34020893512922,,20005176,26619,2905.82,GBP,2023-01-10
35659b81f5fcd87074668dc429ccf0c1,BENE,HNTRX A,SMMF,8473 +1-555-2791,,,GB29LQUC45463506842468,(00216) (795_ )3049888,90023147,23393,9647.34,GBP,2024-01-29
2a447d8d54a51a3e1aa39ee674368b04,ORG,TRFS PTS JRR,,,,south lawrenceshire,,,30001855,27614,7980.18,GBP,2023-02-08
6bd9c461b35e494a97d93b5336b6bb64,BENE,JJ TMPSN,LKSPRK,,,,GB85UVJM99480005288450,,25022365,23537,6833.21,GBP,2024-10-12
a38e6a36817106d844cb6f53264bd79f,ORG,PML XRT,SR SPRNKS KMRNLNT,48109,72221,angelachester saint lucia,GB39TZZW11005328610478,+16 35 -6676898,25023678,20940,9708.32,GBP,2024-01-14
92f15fbaa28a2c732f45b3b66c74d093,BENE,PRRR  ALMS ANT MRT ANKK,RTRKS TRFK TMTN,3947,17252,port west jacob,GB11MGCT67160068999488,(0041)642.604.3170x91525,30000404,26772,8756.83,GBP,2024-09-04
1d5cec40443883ed552fea7de100597b,ORG,RJRT ATRTS,,,76471,new gregory,GB15KCXS34916272311156,(0041)5 73.58338992812,25022868,24029,3331.65,GBP,2024-06-25
3521ebcbff25887ae77f4448065206e4,ORG,LPS LT,RMRS FLT,505,55943,new karen,,0012-64-56023807101,35006672,29899,6469.41,GBP,2022-12-03
9fa23e11bd2b92f8a95d977df079de8f,BENE,SS PRJS A,S A,,d647960 66619,east kevinport,GB83SHHH99749651900872,+1-491-67169 45,40008664,26880,8919.01,GBP,2023-08-18
13a7c32a97ceac375b27655bd78bfff9,BENE,KRP KPR,MK TRF,c4829 2501,3495,santanafurt santamafurt,GB95LEWG83662148347536,,30021799,20687,7078.16,GBP,2023-06-02
5e8b82e078bac486d538cb466fdf0622,ORG,KRSTN KRLSN A,JNFR L ST,1784 165w,38120,est alison,GB03IUOB48794915212975,+41 6014298917,90007678,27772,9233.91,GBP,2023-11-25
50ffb551de1b3ae58320712dbc31d8db,BENE,KRSTN KRHM JRR,,77449,77449 25481,robert hill,,,40018295,23170,4058.23,GBP,2023-06-08
c618d4334a2029af4802f7379a3ef62e,ORG,LSS TMNKS ANT ALSN,S PRTS APT,726,,west rebecca cassandrachester,,,25004425,20865,3573.96,GBP,2024-09-24
2ee8f2c9382331246d89c1aae81c7790,ORG,STKSST,MNT TFT,,86008,west veronicabury,GB39NZBT34931998527307,,10341858,27530,3793.32,GBP,2023-01-16
db40aa0ad1d6b5d1932937b789cf47c3,BENE,SNS ALNMS ANT,ALNMS,,10685,jacquelineton benin,GB06INYX71875984128973,614 65690 39,35024058,24938,7969.26,GBP,2023-12-02
52b8e6f2916cbdb6d52af2bc6d6d2c1e,ORG,ALMSSLNTS,TN RJ ARNPRT,731,,thomasberg,GB32JITC22038442355486,2493582198,10508692,26529,6784.69,GBP,2023-11-01
0e3aa615d4c76f6dd95e5e709e6954ba,BENE,KFMNN ANTRSN ANT MRLS,,,,smithshire,GB64GWXK56311029256380,(-+ 81)+1-268-201-5299x840,10275702,23186,8911.86,GBP,2024-06-19
cf6f8d15cbfce608031f6f52a5379ec9,BENE,ARK PRN,PKSP FRT TFTFRT,0686,63589,new josephmouth,GB60ZUMS93376871294958,+01-3 72-49454455105,35026838,29403,2487.01,GBP,2024-08-28
e52f5aeff0df96228d957098c13f1d7a,BENE,NXLS MRS,RNTL PK APT,273,76710,williammouth,GB90QTFN48262233642516,+4138647_62439x211,35006308,24173,7701.8,GBP,2022-12-26
3329eeb2c313a645548927bf743e29a8,ORG,PRS LLTTTT,JMS SL,693,07331,port michaelstad,GB30GLFZ41299483201214,,10163959,25370,1027.74,GBP,2023-05-20
d9865a040a8f5974ae21041191e6ec5a,ORG,PRTLL,,,,reunion,GB33FTZF34004042535938,"(0041) (716)621-8228x5,75",10293890,28995,9394.27,GBP,2024-09-24
5893243fa0cd9b3a30e9580d898a367b,ORG,PRNTN MR,FRNT TNL,813,,e. jeffrey,,(+4_4)  5335442750,40023617,29216,1838.22,GBP,2023-06-05
c7e9b324c72c06358c21d6d32c116ddb,BENE,MKR PLK,ASKR KRF,4740,,,GB25IJMR33133525736244,(0041) +1-561-900491654229,10409038,29496,9792.48,GBP,2024-06-28
e85ac1ebe3e12a069f3741975673d2c4,BENE,RMSS FRKS,SMM SRS,1899,41067 41067,port patrickmouth,GB66ZPGZ75743021055729,,25041334,28964,3201.94,GBP,2023-04-05
f7852777e68ae8396027f7c801fc687a,BENE,TNR RL,,,t4404 33835,waoterlaand,GB43WGCM55688966810000,0 (669)7321622,35031116,21646,1400.06,GBP,2023-01-31
2d738a8c30e9c260c1bac9425826d5d0,BENE,NTL TNS,ANT MSN AST,7333,,jasonton north anthony,GB94QNXH74459733966778,,35008349,23152,5957.03,GBP,2024-07-09
0e899f794044e89b581b9685e39ca8c3,ORG,AKLRR KRTS ANT RL ANKK,MKLR ANLT ST,6860 747,,west aaron,GB61DJCH73467809632182,,60049698,29595,1561.56,GBP,2024-05-30
5ab019fad7e7a47224fcf3cc93f58272,ORG,JNFR SM0 SRR,MKLF SRS,35817,79708,hoganhaven,GB08AOOF40725325159911,,25020665,24629,2620.28,GBP,2023-11-04
aaf8a83d2fde9a62c126cbdc4e4b1fbd,ORG,TRRPRN,ALKSNTR ARKSRT,,67116 92500,ericaville oman,,,35005225,21440,959.93,GBP,2024-09-07
5251885b93b85b14279e25a39e280efc,ORG,SNTRS,PRT KFNPRT,,,,GB55HHBW29391461391677,00 41474382-429 5 44639,35015888,22961,6388.85,GBP,2023-04-26
024068f049b852a265974e5d1f25d3b8,BENE,TN KRN,,,17414,port trevor,GB65HIWN39648864536625,0041001-2254078 943,25028428,20210,6745.77,GBP,2023-05-20
5435b8f50dc68b6d0ded2f5ce0642d40,BENE,ALSSTT LTT,JNSN SJ,6468,91894,port angela marshall islands,GB88XVWD60923472231863,,40018991,23396,5685.06,GBP,2023-08-06
f365c3748402251e6aafdeef210a41a3,BENE,JN SLK,PRS SMT,21222,,port tony,GB19RQMO94265790639931,0041 (886 )2008362x71 80,10073423,22051,5366.29,GBP,2023-08-17
11a67b0ccd4d3a948a08a9346232c8cc,BENE,MKL HF,STNL TFT,7641,65008,port robert north william,GB66EFUZ91777724268856,+015017299052,25037486,23295,6037.87,GBP,2023-03-31
cea26b667c1cdced370cf5f022dd60c7,BENE,KRK HRS ANT ALX,ALN SK APT,484,415,,GB69KAWU06704937434831,,20003731,21520,4856.16,GBP,2023-01-26
6018e7c44d1cba328246bc970c2173d7,ORG,MRTNSSTRS,PMN JNKKSN,254,45907,north heatherstad,,,25038477,26410,279.04,GBP,2023-06-16
12352f96ed170277a098297554ae5d47,BENE,FKSKSKS KMPN,,,06808,,GB83TWBX55792588745936,,35027579,20060,1339.63,GBP,2024-07-03
02f9e6068bfd18b28ef76f6542f40e83,BENE,H RNNLMS,AMNT KRN APT ALKSNTRFRT APTFRT,430 922,17936czech,,,+41 001-204-812-4338x29668,35024044,23357,4130.82,GBP,2024-03-06
1b6981d10ec6fd03db9ac8230f5587bd,ORG,HRS ANKRPRTT,TMS FLJ,7556,22319,south matthewberg,GB32KKQX04751089127485,"(00,41)(367)470740516059",70017917,22832,4434.85,GBP,2024-04-25
e0de86cb977d61646878237319fe7ebd,ORG,NLSN LT,MLS ARKSRT ST,5958 554,33915 53200907,rangelbury,GB08XTNN31259942622272,0041001855-493-45516578,10252229,29494,4978.62,GBP,2024-01-07
5457e197f660a051170f2bbebfb9183e,ORG,TM0 KRKR A,ALSPP KRSNT ST SKNRF AST,1507 135,78696,emmafurt,,,50000269,24330,663.05,GBP,2023-05-21
2233c41f9fc9306e265cad4cbdd710f7,BENE,ANR MRLS,KT ALKS PLN,92953,29495,port johnbury,GB30HQOG49297098486688,004 1272 -4200635,30024149,29686,7278.22,GBP,2023-07-24
099598526de3ca786c23df637fbfa347,BENE,JJ MRT A,TLR MNR,,586 55929,amymouth kiribati,,,35029176,21878,2689.56,GBP,2024-05-14
3d731efc141a1bed27ce97bcfe4d322a,ORG,ALXXRS,JSNFL,,30853,morriston dominica,GB97DKDW85067839849679,+41539-91 1-050590086,10236196,26664,2641.61,GBP,2022-12-31
6411a21a657ce9be1ea6549e9f66477d,ORG,APPM0 KRPP,KRP N RPRTPRT A,,,judithside,GB36IBJW29024670732014,,10065885,26842,1659.38,GBP,2023-09-23
544220f8aca9d9431dab27ceef5828bb,ORG,LRNS PLK,KRLT KRS APT,904 960,76581,fostertown,GB37JFYC67784292022650,(+41) 0014892205283,10427512,26174,7571.2,GBP,2023-07-03
fae69020ccad6f2c17955560db15d8b9,ORG,KNSLSS HRTMN ANT RX,JSTN MNRS,99051,60755,danatown brandihaven,GB86GWHD93007653450260,,10520194,21689,3784.99,GBP,2024-07-01
60d0b20952b45531546a5c86e4fd0b8e,ORG,RTT KRNT,S FLTS,20458,85023,port allen,GB87ZFVC36336244515601,,30016928,27456,3429.72,GBP,2023-05-24
87ff12af2436196b74f278f919d2607b,BENE,TNN MLNTS JRR,PRN SRS,5708,37815,patrickview,GB61NQVJ14299669319171,,35002763,26678,8447.43,GBP,2023-09-24
f0d1b68b87c22ea03c1c59d28838deb7,BENE,SKT LF SRR,SKSLS KFN PRK APT,6057 931,929940528,graceton,GB36RMSP34259929588955,0840732083-5891,20003145,28792,8776.33,GBP,2023-10-10
6c1697f46ea68cd817222513631e0f6b,BENE,MMRR KRS,MRK TNL ST,+1-398-1041 614 763,46121 46121,east walter,GB82FJHH05208550871222,2583396560,30014505,21386,6756.6,GBP,2024-07-13
dcebdc59102c0eb1ba7882ec89dda3a4,ORG,ARTSSNTRSN LK,KRSP MNR,691,26623,port port stacey,GB34ZDDJ22732607756910,,30002891,28773,9435.44,GBP,2024-05-24
4586a8aabbdf038c8d76599bb6ea5755,BENE,ALF AFNS ANT LNRT,FSTR SNTR,948,,new mariaville,,,10365558,21870,7450.16,GBP,2024-05-20
c4fce485f194f08f5ce72a58e041298e,ORG,MKN RT,NKL FRF,52480,87177,,GB49TWLZ35363612519133,,25021894,27210,7998.05,GBP,2023-03-02
ed7bfeeada14a994ffd26b1c89c5acae,BENE,NNNN R,TN AL ST SS RNF,7700 519,98737,port paulshire,GB34MVEG22074795880544,"0-041, (869)397-8003x9261",35009275,29855,2669.58,GBP,2024-01-12
70cd942d04edf7fd367306fd21a33963,BENE,RTN MLR,JSK SK AST,952,,victoriamouth,,0064(702)514-6477 118,35000322,27360,2646.13,GBP,2023-11-12
7d32325d23e56999ce05eea073cf0836,BENE,ALKSNTRR SNSN ANT LTL,RKS LKS ST,5149 963,56755,port stephaniemouth,GB49EFDF16289799394741,,10573414,24316,1437.6,GBP,2023-02-17
c2692a4172d632e54f4085639ec7ffd7,ORG,TT MKR,ALKSNTRKSTR,,p2807428,north cafrieport,GB77OOEU01786432035440,(0041)(254)5143340,20007287,24229,5619.1,GBP,2024-10-06
5ad794fd0710b31e8669033c2c919afa,BENE,RPRT PKR,KPR TRF ST AST,93753 193,77502,blakemouth hunter,GB94ATGQ89443240670015,,80056150,22178,7154.98,GBP,2024-05-21
7e2071ef269aa92ff2a2a2d3bec970b0,BENE,KPRL MR,JKLN MTR APT LK,626,70453,liuville kelly jamaica,GB70TYJD90241499773412,0001 341949-155 91059,35031746,28357,3633.12,GBP,2024-04-05
3bb160e4bfb8e54b1a45550d67ce0bda,ORG,TRFS SMPSN,PRTL FL APT,31541 105,69949,pollardchester,GB68FKNJ44465639133420,,50020154,20725,9736.24,GBP,2023-05-07
cac68f99c7dd7af4e8ca788463c20bba,BENE,JJ PRT,JN LK SS KLN,,856,cocos (keeling),GB38IVPK99121465170770,"(+41)(542)862-,8024",40012658,23633,3913.04,GBP,2023-10-24
8a1894b4a9e455ca2efca51221fd625a,BENE,JSF L A,PRN PRK SS,94579,39466,jessica,,0 00190 4-229-7715x6 1518,35013692,29562,9254.93,GBP,2023-08-19
0bd72019e3aad389f92dc82764c5f296,ORG,KRS JNSS MRSN ANT,RL FRS,3504,35016,newmanstad,GB51BPYC50246683988261,,80021049,29499,5876.62,GBP,2024-08-13
fa2209af6379b79a945de4ab32e4c180,ORG,SPNSRKRTR JRR,LR AFL APT,92860 490,,joelland east douglawland,GB18VTBW08242937118610,(+41_)396-6119544x 492,90007181,27713,5567.87,GBP,2024-03-03
c1184f24780a607d6bff8f68b6ab415c,BENE,MRK JFSN,MLR KLFS,46658,,westjoseph,GB38KHEN04799982129753,,35019212,29948,6378.28,GBP,2022-12-21
68c71fe3499ee82a85d18ee6a1840533,ORG,PRJSSSRS KRPRXN,LS PRK,274,,bahrain,GB67PCGE40742752564170,0041 00 1290-2 52-43604844,25040637,23126,6796.05,GBP,2023-06-12
